"source_settlement_raw","municipality","original_region","mapping_source","event_date"
"כפר אלדד","כפר אלדד","?? ?????","unmapped_fallback","2026-03-07"
"אלון","אלון","?? ?????","unmapped_fallback","2026-03-07"
"מצוקי דרגות","מצוקי דרגות","?? ?????","unmapped_fallback","2026-03-07"
"מרכז אזורי מגילות","מרכז אזורי מגילות","?? ?????","unmapped_fallback","2026-03-07"
"איבי הנחל","איבי הנחל","?? ?????","unmapped_fallback","2026-03-07"
"בית חגלה","בית חגלה","?? ?????","unmapped_fallback","2026-03-07"
"בר כוכבא","בר כוכבא","?? ?????","unmapped_fallback","2026-03-07"
"חוות הרועה העברי","חוות הרועה העברי","?? ?????","unmapped_fallback","2026-03-07"
"חוות צאן קדר","חוות צאן קדר","?? ?????","unmapped_fallback","2026-03-07"
"נופי פרת","נופי פרת","?? ?????","unmapped_fallback","2026-03-07"
"צומת אלמוג","צומת אלמוג","?? ?????","unmapped_fallback","2026-03-07"
"קדם ערבה","קדם ערבה","?? ?????","unmapped_fallback","2026-03-07"
"תקוע ד' וה'","תקוע ד' וה'","?? ?????","unmapped_fallback","2026-03-07"
"שני ליבנה","שני ליבנה","?? ?????","unmapped_fallback","2026-03-07"
"חוות מור ואברהם","חוות מור ואברהם","?? ?????","unmapped_fallback","2026-03-07"
"חוות מקנה יהודה","חוות מקנה יהודה","?? ?????","unmapped_fallback","2026-03-07"
"חוות מדבר חבר","חוות מדבר חבר","?? ?????","unmapped_fallback","2026-03-07"
"חוות מלאכי אברהם","חוות מלאכי אברהם","?? ?????","unmapped_fallback","2026-03-07"
"חוות נחלת אבות","חוות נחלת אבות","?? ?????","unmapped_fallback","2026-03-07"
"בני אדם","בני אדם","?? ?????","unmapped_fallback","2026-03-07"
"חוות בניהו","חוות בניהו","?? ?????","unmapped_fallback","2026-03-07"
"חוות ינון","חוות ינון","?? ?????","unmapped_fallback","2026-03-07"
"אפקה","אפקה","?? ?????","unmapped_fallback","2026-03-07"
"כפר מימון ותושיה","כפר מימון ותושיה","?? ?????","unmapped_fallback","2026-03-07"
"חוות אשכולות","חוות אשכולות","?? ?????","unmapped_fallback","2026-03-07"
"מיצד","מיצד","?? ?????","unmapped_fallback","2026-03-07"
"הגבעה הצהובה","הגבעה הצהובה","?? ?????","unmapped_fallback","2026-03-07"
"בית הברכה","בית הברכה","?? ?????","unmapped_fallback","2026-03-07"
"גבעות","גבעות","?? ?????","unmapped_fallback","2026-03-07"
"חוות ארץ האיילים","חוות ארץ האיילים","?? ?????","unmapped_fallback","2026-03-07"
"חוות עדן","חוות עדן","?? ?????","unmapped_fallback","2026-03-07"
"חוות קשואלה","חוות קשואלה","?? ?????","unmapped_fallback","2026-03-07"
"חוות תלם צפון","חוות תלם צפון","?? ?????","unmapped_fallback","2026-03-07"
"עוז וגאון","עוז וגאון","?? ?????","unmapped_fallback","2026-03-07"
"בית העלמין החדש נהריה","בית העלמין החדש נהריה","?? ?????","unmapped_fallback","2026-03-07"
"חוות יאיר","חוות יאיר","?? ?????","unmapped_fallback","2026-03-07"
"הר ברכה","הר ברכה","?? ?????","unmapped_fallback","2026-03-07"
"חוות אביחי","חוות אביחי","?? ?????","unmapped_fallback","2026-03-07"
"חוות מגנזי","חוות מגנזי","?? ?????","unmapped_fallback","2026-03-07"
"חוות נווה צוף","חוות נווה צוף","?? ?????","unmapped_fallback","2026-03-07"
"חוות נוף אב""י","חוות נוף אב""י","?? ?????","unmapped_fallback","2026-03-07"
"חוות עולם חסד","חוות עולם חסד","?? ?????","unmapped_fallback","2026-03-07"
"חוות צרידה","חוות צרידה","?? ?????","unmapped_fallback","2026-03-07"
"חוות שדה","חוות שדה","?? ?????","unmapped_fallback","2026-03-07"
"חוות שוביאל","חוות שוביאל","?? ?????","unmapped_fallback","2026-03-07"
"חוות שחרית","חוות שחרית","?? ?????","unmapped_fallback","2026-03-07"
"מכינת אלישע","מכינת אלישע","?? ?????","unmapped_fallback","2026-03-07"
"גבעת פורת יוסף","גבעת פורת יוסף","?? ?????","unmapped_fallback","2026-03-07"
"יבוא דודי","יבוא דודי","?? ?????","unmapped_fallback","2026-03-07"
"חוות נחל שילה","חוות נחל שילה","?? ?????","unmapped_fallback","2026-03-07"
"החווה של יאיא","החווה של יאיא","?? ?????","unmapped_fallback","2026-03-07"
"חוות גנות","חוות גנות","?? ?????","unmapped_fallback","2026-03-07"
"חוות מגדלים","חוות מגדלים","?? ?????","unmapped_fallback","2026-03-07"
"חוות מרום שמואל","חוות מרום שמואל","?? ?????","unmapped_fallback","2026-03-07"
"חוות פריאל","חוות פריאל","?? ?????","unmapped_fallback","2026-03-07"
"בתרונות","בתרונות","?? ?????","unmapped_fallback","2026-03-07"
"החווה של אורי כהן","החווה של אורי כהן","?? ?????","unmapped_fallback","2026-03-07"
"החווה של מנחם","החווה של מנחם","?? ?????","unmapped_fallback","2026-03-07"
"החווה של עשהאל","החווה של עשהאל","?? ?????","unmapped_fallback","2026-03-07"
"חוות אלחי","חוות אלחי","?? ?????","unmapped_fallback","2026-03-07"
"חוות יד השומר","חוות יד השומר","?? ?????","unmapped_fallback","2026-03-07"
"חוות עמיאל","חוות עמיאל","?? ?????","unmapped_fallback","2026-03-07"
"חומש","חומש","?? ?????","unmapped_fallback","2026-03-07"
"חוות גנות","חוות גנות","?? ?????","unmapped_fallback","2026-03-07"
"החווה של יאיא","החווה של יאיא","?? ?????","unmapped_fallback","2026-03-07"
"חוות מרום שמואל","חוות מרום שמואל","?? ?????","unmapped_fallback","2026-03-07"
"חוות מגדלים","חוות מגדלים","?? ?????","unmapped_fallback","2026-03-07"
"כפר גמילה מלכישוע","כפר גמילה מלכישוע","?? ?????","unmapped_fallback","2026-03-07"
"נוה איתן","נוה איתן","?? ?????","unmapped_fallback","2026-03-07"
"חוות פריאל","חוות פריאל","?? ?????","unmapped_fallback","2026-03-07"
"חוות נחל שילה","חוות נחל שילה","?? ?????","unmapped_fallback","2026-03-07"
"פנימיית עין כרם","פנימיית עין כרם","?? ?????","unmapped_fallback","2026-03-07"
"אלון","אלון","?? ?????","unmapped_fallback","2026-03-07"
"גבעת אסף","גבעת אסף","?? ?????","unmapped_fallback","2026-03-07"
"מרכז אזורי מגילות","מרכז אזורי מגילות","?? ?????","unmapped_fallback","2026-03-07"
"אעירה השחר","אעירה השחר","?? ?????","unmapped_fallback","2026-03-07"
"בית חגלה","בית חגלה","?? ?????","unmapped_fallback","2026-03-07"
"בני אדם","בני אדם","?? ?????","unmapped_fallback","2026-03-07"
"בר כוכבא","בר כוכבא","?? ?????","unmapped_fallback","2026-03-07"
"החווה של זוהר","החווה של זוהר","?? ?????","unmapped_fallback","2026-03-07"
"חוות בניהו","חוות בניהו","?? ?????","unmapped_fallback","2026-03-07"
"חוות הרועה העברי","חוות הרועה העברי","?? ?????","unmapped_fallback","2026-03-07"
"חוות חנינא","חוות חנינא","?? ?????","unmapped_fallback","2026-03-07"
"חוות ינון","חוות ינון","?? ?????","unmapped_fallback","2026-03-07"
"חוות מלכיאל","חוות מלכיאל","?? ?????","unmapped_fallback","2026-03-07"
"חוות מעלה אהוביה","חוות מעלה אהוביה","?? ?????","unmapped_fallback","2026-03-07"
"חוות נחלת צבי","חוות נחלת צבי","?? ?????","unmapped_fallback","2026-03-07"
"חוות צאן קדר","חוות צאן קדר","?? ?????","unmapped_fallback","2026-03-07"
"מגרון","מגרון","?? ?????","unmapped_fallback","2026-03-07"
"נופי פרת","נופי פרת","?? ?????","unmapped_fallback","2026-03-07"
"צומת אלמוג","צומת אלמוג","?? ?????","unmapped_fallback","2026-03-07"
"קדם ערבה","קדם ערבה","?? ?????","unmapped_fallback","2026-03-07"
"חוות ארץ האיילים","חוות ארץ האיילים","?? ?????","unmapped_fallback","2026-03-07"
"גבעות","גבעות","?? ?????","unmapped_fallback","2026-03-07"
"חוות עדן","חוות עדן","?? ?????","unmapped_fallback","2026-03-07"
"חוות קשואלה","חוות קשואלה","?? ?????","unmapped_fallback","2026-03-07"
"הגבעה הצהובה","הגבעה הצהובה","?? ?????","unmapped_fallback","2026-03-07"
"קדיתא","קדיתא","?? ?????","unmapped_fallback","2026-03-07"
"מרכז אזורי מרום גליל","מרכז אזורי מרום גליל","?? ?????","unmapped_fallback","2026-03-07"
"קדיתא","קדיתא","?? ?????","unmapped_fallback","2026-03-07"
"חוות יאיר","חוות יאיר","?? ?????","unmapped_fallback","2026-03-07"
"חוות אביחי","חוות אביחי","?? ?????","unmapped_fallback","2026-03-07"
"חוות נוף אב""י","חוות נוף אב""י","?? ?????","unmapped_fallback","2026-03-07"
"חוות עולם חסד","חוות עולם חסד","?? ?????","unmapped_fallback","2026-03-07"
"חוות צרידה","חוות צרידה","?? ?????","unmapped_fallback","2026-03-07"
"חוות שוביאל","חוות שוביאל","?? ?????","unmapped_fallback","2026-03-07"
"חוות שחרית","חוות שחרית","?? ?????","unmapped_fallback","2026-03-07"
"מכינת אלישע","מכינת אלישע","?? ?????","unmapped_fallback","2026-03-07"
"חוות נווה צוף","חוות נווה צוף","?? ?????","unmapped_fallback","2026-03-07"
"הר ברכה","הר ברכה","?? ?????","unmapped_fallback","2026-03-07"
"חוות מגדלים","חוות מגדלים","?? ?????","unmapped_fallback","2026-03-07"
"חוות נחל שילה","חוות נחל שילה","?? ?????","unmapped_fallback","2026-03-07"
"חוות שדה","חוות שדה","?? ?????","unmapped_fallback","2026-03-07"
"חוות מגנזי","חוות מגנזי","?? ?????","unmapped_fallback","2026-03-07"
"יבוא דודי","יבוא דודי","?? ?????","unmapped_fallback","2026-03-07"
"חוות הרשאש","חוות הרשאש","?? ?????","unmapped_fallback","2026-03-07"
"חוות מעלה אהוביה","חוות מעלה אהוביה","?? ?????","unmapped_fallback","2026-03-07"
"חוות פריאל","חוות פריאל","?? ?????","unmapped_fallback","2026-03-07"
"חוות ראש תאנה","חוות ראש תאנה","?? ?????","unmapped_fallback","2026-03-07"
"חוות אלחי","חוות אלחי","?? ?????","unmapped_fallback","2026-03-07"
"גבעת אסף","גבעת אסף","?? ?????","unmapped_fallback","2026-03-07"
"אעירה השחר","אעירה השחר","?? ?????","unmapped_fallback","2026-03-07"
"חוות יאיר","חוות יאיר","?? ?????","unmapped_fallback","2026-03-07"
"חוות אביחי","חוות אביחי","?? ?????","unmapped_fallback","2026-03-07"
"חוות צרידה","חוות צרידה","?? ?????","unmapped_fallback","2026-03-07"
"חוות שחרית","חוות שחרית","?? ?????","unmapped_fallback","2026-03-07"
"חוות נוף אב""י","חוות נוף אב""י","?? ?????","unmapped_fallback","2026-03-07"
"חוות שוביאל","חוות שוביאל","?? ?????","unmapped_fallback","2026-03-07"
"חוות מגנזי","חוות מגנזי","?? ?????","unmapped_fallback","2026-03-07"
"חוות נווה צוף","חוות נווה צוף","?? ?????","unmapped_fallback","2026-03-07"
"חוות עולם חסד","חוות עולם חסד","?? ?????","unmapped_fallback","2026-03-07"
"יבוא דודי","יבוא דודי","?? ?????","unmapped_fallback","2026-03-07"
"מכינת אלישע","מכינת אלישע","?? ?????","unmapped_fallback","2026-03-07"
"חוות נחל שילה","חוות נחל שילה","?? ?????","unmapped_fallback","2026-03-07"
"הר ברכה","הר ברכה","?? ?????","unmapped_fallback","2026-03-07"
"גבעת פורת יוסף","גבעת פורת יוסף","?? ?????","unmapped_fallback","2026-03-07"
"החווה של יאיא","החווה של יאיא","?? ?????","unmapped_fallback","2026-03-07"
"חוות מרום שמואל","חוות מרום שמואל","?? ?????","unmapped_fallback","2026-03-07"
"חוות שדה","חוות שדה","?? ?????","unmapped_fallback","2026-03-07"
"גבעת אסף","גבעת אסף","?? ?????","unmapped_fallback","2026-03-07"
"אעירה השחר","אעירה השחר","?? ?????","unmapped_fallback","2026-03-07"
"החווה של זוהר","החווה של זוהר","?? ?????","unmapped_fallback","2026-03-07"
"חוות הרשאש","חוות הרשאש","?? ?????","unmapped_fallback","2026-03-07"
"חוות חנינא","חוות חנינא","?? ?????","unmapped_fallback","2026-03-07"
"חוות מגדלים","חוות מגדלים","?? ?????","unmapped_fallback","2026-03-07"
"חוות מלכיאל","חוות מלכיאל","?? ?????","unmapped_fallback","2026-03-07"
"חוות מעלה אהוביה","חוות מעלה אהוביה","?? ?????","unmapped_fallback","2026-03-07"
"חוות נחלת צבי","חוות נחלת צבי","?? ?????","unmapped_fallback","2026-03-07"
"חוות פריאל","חוות פריאל","?? ?????","unmapped_fallback","2026-03-07"
"חוות ראש תאנה","חוות ראש תאנה","?? ?????","unmapped_fallback","2026-03-07"
"מגרון","מגרון","?? ?????","unmapped_fallback","2026-03-07"
"באקה אל גרבייה","באקה אל גרבייה","?? ?????","unmapped_fallback","2026-03-07"
"אמץ","אמץ","?? ?????","unmapped_fallback","2026-03-07"
"חוות אל נווה","חוות אל נווה","?? ?????","unmapped_fallback","2026-03-07"
"חוות אלחי","חוות אלחי","?? ?????","unmapped_fallback","2026-03-07"
"חומש","חומש","?? ?????","unmapped_fallback","2026-03-07"
"חרמש דרום","חרמש דרום","?? ?????","unmapped_fallback","2026-03-07"
"חוות גנות","חוות גנות","?? ?????","unmapped_fallback","2026-03-07"
"בתרונות","בתרונות","?? ?????","unmapped_fallback","2026-03-07"
"החווה של אורי כהן","החווה של אורי כהן","?? ?????","unmapped_fallback","2026-03-07"
"החווה של מנחם","החווה של מנחם","?? ?????","unmapped_fallback","2026-03-07"
"החווה של עשהאל","החווה של עשהאל","?? ?????","unmapped_fallback","2026-03-07"
"חוות יד השומר","חוות יד השומר","?? ?????","unmapped_fallback","2026-03-07"
"הר חלוץ","הר חלוץ","?? ?????","unmapped_fallback","2026-03-07"
"כורזים ורד הגליל","כורזים ורד הגליל","?? ?????","unmapped_fallback","2026-03-07"
"צורית גילון","צורית גילון","?? ?????","unmapped_fallback","2026-03-07"
"בית ספר שדה מירון","בית ספר שדה מירון","?? ?????","unmapped_fallback","2026-03-07"
"מרכז אזורי מרום גליל","מרכז אזורי מרום גליל","?? ?????","unmapped_fallback","2026-03-07"
"מרכז אזורי רמת כורזים","מרכז אזורי רמת כורזים","?? ?????","unmapped_fallback","2026-03-07"
"קדיתא","קדיתא","?? ?????","unmapped_fallback","2026-03-07"
"חמדת ימים","חמדת ימים","?? ?????","unmapped_fallback","2026-03-07"
"מנחת מחניים","מנחת מחניים","?? ?????","unmapped_fallback","2026-03-07"
"בית סוהר צלמון","בית סוהר צלמון","?? ?????","unmapped_fallback","2026-03-07"
"הררית יחד","הררית יחד","?? ?????","unmapped_fallback","2026-03-07"
"לוטם וחמדון","לוטם וחמדון","?? ?????","unmapped_fallback","2026-03-07"
"מע'אר","מע'אר","?? ?????","unmapped_fallback","2026-03-07"
"בית העלמין החדש נהריה","בית העלמין החדש נהריה","?? ?????","unmapped_fallback","2026-03-07"
"גבעת אסף","גבעת אסף","?? ?????","unmapped_fallback","2026-03-07"
"חוות אביחי","חוות אביחי","?? ?????","unmapped_fallback","2026-03-07"
"חוות מגנזי","חוות מגנזי","?? ?????","unmapped_fallback","2026-03-07"
"חוות נווה צוף","חוות נווה צוף","?? ?????","unmapped_fallback","2026-03-07"
"חוות נוף אב""י","חוות נוף אב""י","?? ?????","unmapped_fallback","2026-03-07"
"חוות נחל שילה","חוות נחל שילה","?? ?????","unmapped_fallback","2026-03-07"
"חוות עולם חסד","חוות עולם חסד","?? ?????","unmapped_fallback","2026-03-07"
"חוות צרידה","חוות צרידה","?? ?????","unmapped_fallback","2026-03-07"
"חוות שוביאל","חוות שוביאל","?? ?????","unmapped_fallback","2026-03-07"
"חוות שחרית","חוות שחרית","?? ?????","unmapped_fallback","2026-03-07"
"יבוא דודי","יבוא דודי","?? ?????","unmapped_fallback","2026-03-07"
"מכינת אלישע","מכינת אלישע","?? ?????","unmapped_fallback","2026-03-07"
"מגרון","מגרון","?? ?????","unmapped_fallback","2026-03-07"
"אעירה השחר","אעירה השחר","?? ?????","unmapped_fallback","2026-03-07"
"חוות חנינא","חוות חנינא","?? ?????","unmapped_fallback","2026-03-07"
"חוות מעלה אהוביה","חוות מעלה אהוביה","?? ?????","unmapped_fallback","2026-03-07"
"חוות ראש תאנה","חוות ראש תאנה","?? ?????","unmapped_fallback","2026-03-07"
"חוות יאיר","חוות יאיר","?? ?????","unmapped_fallback","2026-03-07"
"החווה של זוהר","החווה של זוהר","?? ?????","unmapped_fallback","2026-03-07"
"חוות בניהו","חוות בניהו","?? ?????","unmapped_fallback","2026-03-07"
"חוות הרשאש","חוות הרשאש","?? ?????","unmapped_fallback","2026-03-07"
"חוות ינון","חוות ינון","?? ?????","unmapped_fallback","2026-03-07"
"חוות מגדלים","חוות מגדלים","?? ?????","unmapped_fallback","2026-03-07"
"חוות מלכיאל","חוות מלכיאל","?? ?????","unmapped_fallback","2026-03-07"
"חוות נחלת צבי","חוות נחלת צבי","?? ?????","unmapped_fallback","2026-03-07"
"חוות פריאל","חוות פריאל","?? ?????","unmapped_fallback","2026-03-07"
"חוות מגנזי","חוות מגנזי","?? ?????","unmapped_fallback","2026-03-07"
"חוות עולם חסד","חוות עולם חסד","?? ?????","unmapped_fallback","2026-03-07"
"חוות אביחי","חוות אביחי","?? ?????","unmapped_fallback","2026-03-07"
"חוות צרידה","חוות צרידה","?? ?????","unmapped_fallback","2026-03-07"
"מכינת אלישע","מכינת אלישע","?? ?????","unmapped_fallback","2026-03-07"
"חוות נווה צוף","חוות נווה צוף","?? ?????","unmapped_fallback","2026-03-07"
"יבוא דודי","יבוא דודי","?? ?????","unmapped_fallback","2026-03-07"
"שאנטי במדבר","שאנטי במדבר","?? ?????","unmapped_fallback","2026-03-07"
"שני ליבנה","שני ליבנה","?? ?????","unmapped_fallback","2026-03-07"
"חוות מקנה יהודה","חוות מקנה יהודה","?? ?????","unmapped_fallback","2026-03-07"
"חוות מור ואברהם","חוות מור ואברהם","?? ?????","unmapped_fallback","2026-03-07"
"ישובי אומן","ישובי אומן","?? ?????","unmapped_fallback","2026-03-08"
"מוקיבלה","מוקיבלה","?? ?????","unmapped_fallback","2026-03-08"
"מרכז חבר","מרכז חבר","?? ?????","unmapped_fallback","2026-03-08"
"אזור תעשייה קיסריה","אזור תעשייה קיסריה","?? ?????","unmapped_fallback","2026-03-08"
"באקה אל גרבייה","באקה אל גרבייה","?? ?????","unmapped_fallback","2026-03-08"
"גבעת עדה","גבעת עדה","?? ?????","unmapped_fallback","2026-03-08"
"דליה","דליה","?? ?????","unmapped_fallback","2026-03-08"
"קיבוץ מגידו","קיבוץ מגידו","?? ?????","unmapped_fallback","2026-03-08"
"אום אל קוטוף","אום אל קוטוף","?? ?????","unmapped_fallback","2026-03-08"
"אזור תעשייה שחק","אזור תעשייה שחק","?? ?????","unmapped_fallback","2026-03-08"
"אמץ","אמץ","?? ?????","unmapped_fallback","2026-03-08"
"בית חרות","בית חרות","?? ?????","unmapped_fallback","2026-03-08"
"ברטעה","ברטעה","?? ?????","unmapped_fallback","2026-03-08"
"גבעת חיים איחוד","גבעת חיים איחוד","?? ?????","unmapped_fallback","2026-03-08"
"גבעת חיים מאוחד","גבעת חיים מאוחד","?? ?????","unmapped_fallback","2026-03-08"
"חבצלת השרון וצוקי ים","חבצלת השרון וצוקי ים","?? ?????","unmapped_fallback","2026-03-08"
"מועאוויה","מועאוויה","?? ?????","unmapped_fallback","2026-03-08"
"מתחם שביל התפוזים","מתחם שביל התפוזים","?? ?????","unmapped_fallback","2026-03-08"
"עין אל סהלה","עין אל סהלה","?? ?????","unmapped_fallback","2026-03-08"
"בי""ס כרמים בנימינה","בי""ס כרמים בנימינה","?? ?????","unmapped_fallback","2026-03-08"
"חוות אביה","חוות אביה","?? ?????","unmapped_fallback","2026-03-08"
"חוות אל נווה","חוות אל נווה","?? ?????","unmapped_fallback","2026-03-08"
"חרמש דרום","חרמש דרום","?? ?????","unmapped_fallback","2026-03-08"
"טל מנשה","טל מנשה","?? ?????","unmapped_fallback","2026-03-08"
"נמל קיסריה","נמל קיסריה","?? ?????","unmapped_fallback","2026-03-08"
"ישובי יעל","ישובי יעל","?? ?????","unmapped_fallback","2026-03-08"
"סנדלה","סנדלה","?? ?????","unmapped_fallback","2026-03-08"
"מתחם סקי גלבוע","מתחם סקי גלבוע","?? ?????","unmapped_fallback","2026-03-08"
"אזור תעשייה אלון התבור","אזור תעשייה אלון התבור","?? ?????","unmapped_fallback","2026-03-08"
"בית אלפא וחפציבה","בית אלפא וחפציבה","?? ?????","unmapped_fallback","2026-03-08"
"טייבה בגלבוע","טייבה בגלבוע","?? ?????","unmapped_fallback","2026-03-08"
"טמרה בגלבוע","טמרה בגלבוע","?? ?????","unmapped_fallback","2026-03-08"
"כפר גמילה מלכישוע","כפר גמילה מלכישוע","?? ?????","unmapped_fallback","2026-03-08"
"מרחביה מושב","מרחביה מושב","?? ?????","unmapped_fallback","2026-03-08"
"מרחביה קיבוץ","מרחביה קיבוץ","?? ?????","unmapped_fallback","2026-03-08"
"נוה איתן","נוה איתן","?? ?????","unmapped_fallback","2026-03-08"
"גני חוגה","גני חוגה","?? ?????","unmapped_fallback","2026-03-08"
"קבוצת גבע","קבוצת גבע","?? ?????","unmapped_fallback","2026-03-08"
"גבעת וולפסון","גבעת וולפסון","?? ?????","unmapped_fallback","2026-03-08"
"חג'אג'רה","חג'אג'רה","?? ?????","unmapped_fallback","2026-03-08"
"כעביה טבאש","כעביה טבאש","?? ?????","unmapped_fallback","2026-03-08"
"צורית גילון","צורית גילון","?? ?????","unmapped_fallback","2026-03-08"
"אזור תעשייה קדמת גליל","אזור תעשייה קדמת גליל","?? ?????","unmapped_fallback","2026-03-08"
"אתר ההנצחה גולני","אתר ההנצחה גולני","?? ?????","unmapped_fallback","2026-03-08"
"בית העלמין החדש עכו","בית העלמין החדש עכו","?? ?????","unmapped_fallback","2026-03-08"
"בית סוהר צלמון","בית סוהר צלמון","?? ?????","unmapped_fallback","2026-03-08"
"בית סוהר קישון","בית סוהר קישון","?? ?????","unmapped_fallback","2026-03-08"
"הררית יחד","הררית יחד","?? ?????","unmapped_fallback","2026-03-08"
"לוטם וחמדון","לוטם וחמדון","?? ?????","unmapped_fallback","2026-03-08"
"מע'אר","מע'אר","?? ?????","unmapped_fallback","2026-03-08"
"בית עלמין תל רגב","בית עלמין תל רגב","?? ?????","unmapped_fallback","2026-03-08"
"כפר ח'וואלד","כפר ח'וואלד","?? ?????","unmapped_fallback","2026-03-08"
"סואעד חמירה","סואעד חמירה","?? ?????","unmapped_fallback","2026-03-08"
"תחנת רכבת כפר יהושוע","תחנת רכבת כפר יהושוע","?? ?????","unmapped_fallback","2026-03-08"
"יקנעם המושבה והזורע","יקנעם המושבה והזורע","?? ?????","unmapped_fallback","2026-03-08"
"בוקעתא","בוקעתא","?? ?????","unmapped_fallback","2026-03-08"
"שני ליבנה","שני ליבנה","?? ?????","unmapped_fallback","2026-03-08"
"חוות אשכולות","חוות אשכולות","?? ?????","unmapped_fallback","2026-03-08"
"חוות מור ואברהם","חוות מור ואברהם","?? ?????","unmapped_fallback","2026-03-08"
"חוות מקנה יהודה","חוות מקנה יהודה","?? ?????","unmapped_fallback","2026-03-08"
"כפר מימון ותושיה","כפר מימון ותושיה","?? ?????","unmapped_fallback","2026-03-08"
"הגבעה הצהובה","הגבעה הצהובה","?? ?????","unmapped_fallback","2026-03-08"
"בית הברכה","בית הברכה","?? ?????","unmapped_fallback","2026-03-08"
"גבעות","גבעות","?? ?????","unmapped_fallback","2026-03-08"
"חוות ארץ האיילים","חוות ארץ האיילים","?? ?????","unmapped_fallback","2026-03-08"
"חוות קשואלה","חוות קשואלה","?? ?????","unmapped_fallback","2026-03-08"
"חוות תלם צפון","חוות תלם צפון","?? ?????","unmapped_fallback","2026-03-08"
"עוז וגאון","עוז וגאון","?? ?????","unmapped_fallback","2026-03-08"
"אפקה","אפקה","?? ?????","unmapped_fallback","2026-03-08"
"חוות מדבר חבר","חוות מדבר חבר","?? ?????","unmapped_fallback","2026-03-08"
"חוות מלאכי אברהם","חוות מלאכי אברהם","?? ?????","unmapped_fallback","2026-03-08"
"שני ליבנה","שני ליבנה","?? ?????","unmapped_fallback","2026-03-08"
"חוות מור ואברהם","חוות מור ואברהם","?? ?????","unmapped_fallback","2026-03-08"
"חוות מקנה יהודה","חוות מקנה יהודה","?? ?????","unmapped_fallback","2026-03-08"
"חוות אשכולות","חוות אשכולות","?? ?????","unmapped_fallback","2026-03-08"
"חוות יאיר","חוות יאיר","?? ?????","unmapped_fallback","2026-03-08"
"הר ברכה","הר ברכה","?? ?????","unmapped_fallback","2026-03-08"
"חוות אביחי","חוות אביחי","?? ?????","unmapped_fallback","2026-03-08"
"בתרונות","בתרונות","?? ?????","unmapped_fallback","2026-03-08"
"גבעת פורת יוסף","גבעת פורת יוסף","?? ?????","unmapped_fallback","2026-03-08"
"החווה של אורי כהן","החווה של אורי כהן","?? ?????","unmapped_fallback","2026-03-08"
"החווה של יאיא","החווה של יאיא","?? ?????","unmapped_fallback","2026-03-08"
"החווה של עשהאל","החווה של עשהאל","?? ?????","unmapped_fallback","2026-03-08"
"חוות גנות","חוות גנות","?? ?????","unmapped_fallback","2026-03-08"
"חוות יד השומר","חוות יד השומר","?? ?????","unmapped_fallback","2026-03-08"
"חוות מגדלים","חוות מגדלים","?? ?????","unmapped_fallback","2026-03-08"
"חוות מרום שמואל","חוות מרום שמואל","?? ?????","unmapped_fallback","2026-03-08"
"חוות נווה צוף","חוות נווה צוף","?? ?????","unmapped_fallback","2026-03-08"
"חוות נוף אב""י","חוות נוף אב""י","?? ?????","unmapped_fallback","2026-03-08"
"חוות נחל שילה","חוות נחל שילה","?? ?????","unmapped_fallback","2026-03-08"
"חוות צרידה","חוות צרידה","?? ?????","unmapped_fallback","2026-03-08"
"חוות שדה","חוות שדה","?? ?????","unmapped_fallback","2026-03-08"
"חוות שוביאל","חוות שוביאל","?? ?????","unmapped_fallback","2026-03-08"
"חוות שחרית","חוות שחרית","?? ?????","unmapped_fallback","2026-03-08"
"מכינת אלישע","מכינת אלישע","?? ?????","unmapped_fallback","2026-03-08"
"חוות מגנזי","חוות מגנזי","?? ?????","unmapped_fallback","2026-03-08"
"חוות עולם חסד","חוות עולם חסד","?? ?????","unmapped_fallback","2026-03-08"
"החווה של מנחם","החווה של מנחם","?? ?????","unmapped_fallback","2026-03-08"
"חוות עמיאל","חוות עמיאל","?? ?????","unmapped_fallback","2026-03-08"
"חוות פריאל","חוות פריאל","?? ?????","unmapped_fallback","2026-03-08"
"חוף זיקים","חוף זיקים","?? ?????","unmapped_fallback","2026-03-08"
"חוות הרשאש","חוות הרשאש","?? ?????","unmapped_fallback","2026-03-08"
"בית העלמין החדש נהריה","בית העלמין החדש נהריה","?? ?????","unmapped_fallback","2026-03-08"
"בית העלמין החדש נהריה","בית העלמין החדש נהריה","?? ?????","unmapped_fallback","2026-03-08"
"בית העלמין החדש עכו","בית העלמין החדש עכו","?? ?????","unmapped_fallback","2026-03-08"
"בית העלמין החדש נהריה","בית העלמין החדש נהריה","?? ?????","unmapped_fallback","2026-03-08"
"בית העלמין החדש עכו","בית העלמין החדש עכו","?? ?????","unmapped_fallback","2026-03-08"
"הר חלוץ","הר חלוץ","?? ?????","unmapped_fallback","2026-03-08"
"חוות אביחי","חוות אביחי","?? ?????","unmapped_fallback","2026-03-08"
"חוות צרידה","חוות צרידה","?? ?????","unmapped_fallback","2026-03-08"
"חוות שחרית","חוות שחרית","?? ?????","unmapped_fallback","2026-03-08"
"חוות יאיר","חוות יאיר","?? ?????","unmapped_fallback","2026-03-08"
"חוות נוף אב""י","חוות נוף אב""י","?? ?????","unmapped_fallback","2026-03-08"
"חוות עולם חסד","חוות עולם חסד","?? ?????","unmapped_fallback","2026-03-08"
